Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
17-08-2020,953.5,972.45,953.5,957.5,519868935,7807,541115
14-08-2020,955,963,952,953.5,463337614,11884,484478
13-08-2020,955.35,968,948.8,951.25,254826541,8137,265916
12-08-2020,950.5,958.75,942.3,955.35,263361115,5787,277192
11-08-2020,951.95,961.95,946.35,948.2,479973227,8667,504482
10-08-2020,950.75,956.65,945.6,951.1,515626981,7372,541207
07-08-2020,970.85,970.85,949,950.75,420931708,7599,440768
06-08-2020,950,974.55,942.75,969.2,563462931,13068,585867
05-08-2020,950.25,960.65,938.5,944.6,506038057,10616,533690
04-08-2020,959.7,970,941.05,950.1,336051181,11901,353882
03-08-2020,962.8,965,947.75,957.35,279911161,11367,292771
31-07-2020,965,986,953.4,966.25,666645905,16981,685429
30-07-2020,960,972.5,958.65,961.85,549534163,14083,569279
29-07-2020,953.45,959.6,943.75,953.85,494130460,9255,519229
28-07-2020,947.95,967.2,941.9,962.75,622766193,14772,652792
27-07-2020,922.45,952.45,918.6,947.95,514968337,14047,548113
24-07-2020,904.7,925.35,903.95,922.6,774595753,20468,845525
23-07-2020,916,916.55,900.65,908.85,717155771,17276,790412
22-07-2020,940,940,911.55,919.4,443566560,9103,481341
21-07-2020,945.9,949.4,929.35,936.7,803049534,15595,858147
20-07-2020,904,945,904,933.55,735481169,20187,797602
17-07-2020,911,920,892.2,904,1562194466,32149,1728207
16-07-2020,900,952,890,910.9,3066015701,83384,3327650
15-07-2020,796.9,848,795.35,831.45,1056949561,30111,1272970
14-07-2020,795.65,806.3,781.45,783.2,291808291,7202,367334
13-07-2020,790,804.9,787.55,796.7,220194188,7882,275987
10-07-2020,772,789.35,772,781.8,172707971,5293,220696
09-07-2020,778,789.85,775.1,781.55,145968455,5667,186954
08-07-2020,786.5,786.5,772.75,774.6,165618321,8974,212793
07-07-2020,774,796.65,766.3,794.4,443310925,14108,564766
06-07-2020,765,774.9,762,763.75,338895079,8123,441476
03-07-2020,756.6,763.85,752.55,762.6,115464917,5127,151985
02-07-2020,735.8,765.05,735.8,756.3,404261405,20037,534984
01-07-2020,736,742.05,730,732.5,267899228,5586,363835
30-06-2020,734.4,739,724.5,735.9,149403155,5404,203743
29-06-2020,738.75,744.55,730,731.45,240882943,7661,327676
26-06-2020,706.9,750.9,706.9,748.15,608010145,24695,821530
25-06-2020,705,705.4,693.05,699.6,444198056,15971,633979
24-06-2020,719.95,726.75,709.55,714.2,603326722,11548,837006
23-06-2020,696.8,724.3,692.3,720.45,276771970,11461,388008
22-06-2020,704.5,708.5,700,703.65,243111994,10211,345887
19-06-2020,713,713,701.1,705.65,446527665,11919,633929
18-06-2020,704,716.7,704,713.85,267372324,8837,375820
17-06-2020,700.7,710.2,698.5,703.6,113447661,6266,160592
16-06-2020,701,711.8,699.15,700.95,502876771,9817,720249
15-06-2020,695,704.15,685.45,687.25,199705004,9202,288823
12-06-2020,680,694.8,675.05,692.1,352423373,12076,513795
11-06-2020,713.85,716.2,700.45,703.6,331043429,10781,467025
10-06-2020,715,719.4,709.6,715.85,153766673,7505,214885
09-06-2020,721.9,729.4,715.3,717.75,375236641,9936,520552
08-06-2020,708.95,725.65,704.4,720.55,664857329,13253,922283
05-06-2020,708,711.85,700.65,703.75,189916963,6588,268996
04-06-2020,702,709.75,697.65,707.8,379021136,9900,538192
03-06-2020,713,713,696.5,701.35,177045601,7552,251762
02-06-2020,699.9,711.65,698.3,708.05,203841088,6704,288345
01-06-2020,696.55,706.65,692,699.5,246886543,10299,352265
29-05-2020,697,700.7,680.4,691.35,402224723,16534,582952
28-05-2020,706.1,709.9,690,707.25,378604328,7441,543370
27-05-2020,682.75,708.9,675.1,705.3,888295131,10094,1274033
26-05-2020,695,699.6,678.95,680.15,143267285,7529,208176
22-05-2020,672.15,695.25,672.15,692.25,207215852,9988,300974
21-05-2020,668.4,679.7,665.3,672,146169828,6284,217317
20-05-2020,666.55,673.2,659.8,670.2,153834863,7735,230449
19-05-2020,665.9,674.7,655.9,668.95,170177024,8160,254650
18-05-2020,664,670.45,653.9,663.6,166761975,7983,251322
15-05-2020,665.5,665.5,647,652.3,202236628,7405,310061
14-05-2020,664,671.65,654.05,658.1,312336005,15902,472186
13-05-2020,700,700,684.6,693.9,133763717,5794,192736
12-05-2020,678,691,675.5,687.75,107340389,7712,156715
11-05-2020,680,698.4,677.7,682.75,101479698,6021,147260
08-05-2020,672.9,680.95,668.6,674.65,107157873,5448,158605
07-05-2020,666.1,674.1,663.05,665.05,62610650,3720,93599
06-05-2020,679.7,681.3,664.25,666.2,109001822,9022,162251
05-05-2020,681.15,685.5,670.1,674.25,81896725,5825,120580
04-05-2020,694.55,700.95,670.45,673.75,139265586,7697,202813
30-04-2020,696,719.8,696,716.2,306372778,14331,430782
29-04-2020,667.8,681.7,658.1,677.7,134108379,6486,199318
28-04-2020,673,676.65,653.65,661.05,133056867,4746,201758
27-04-2020,660,680.85,660,664.25,90582410,5114,134910
24-04-2020,674.4,674.9,655.65,658.3,174564693,7664,263300
23-04-2020,649,683,638.5,678.45,1000022160,13442,1541355
22-04-2020,633.2,645.3,628.1,642.05,106278165,5766,166193
21-04-2020,632,646.5,627.7,633.05,169693969,12818,265764
20-04-2020,640,660.7,639.3,652.9,297965639,12927,455876
17-04-2020,640,646,626.05,629.3,140628334,8076,221622
16-04-2020,622.85,634.3,604,624.2,249960318,11222,402658
15-04-2020,645,652.8,635.7,639.15,514030143,12463,794120
13-04-2020,630,651.6,627,637.1,175683370,8213,274101
09-04-2020,648.9,652.75,632.7,637.6,350954152,12361,547723
08-04-2020,628.2,655.2,626.75,631.7,373963769,14982,588592
07-04-2020,611.9,643.95,611.9,641.1,262961881,13061,418888
03-04-2020,604.1,606.65,582.35,585.45,193658258,12542,327035
01-04-2020,640,640,594.25,604.1,502175024,20097,825328
31-03-2020,645.5,661.95,634.75,640.3,1115036754,18825,1706196
30-03-2020,634,664,621.95,627.2,717883278,16356,1128539
27-03-2020,655,675,642.8,653.55,486905282,11955,745637
26-03-2020,615.95,650.5,614,646.3,317778838,14118,497057
25-03-2020,593,634.8,566,605.95,330671154,27351,553061
24-03-2020,535,605.7,525.55,593.55,360933998,16816,629411
23-03-2020,548,560,514.8,526.7,384684289,20057,724224
20-03-2020,554,617,549.65,584.95,1070995794,28625,1824428
19-03-2020,530,557.7,511.1,545.4,1151266117,29333,2113081
18-03-2020,565.2,578,528.15,535.05,375177913,19828,673598
17-03-2020,585.2,592.05,550.1,555.6,556392975,24139,967841
16-03-2020,640,640,580,582.85,554727842,37420,927681
13-03-2020,586,667.6,568.8,642.2,581309752,28933,932945
12-03-2020,670,670,627.7,631.55,799902314,26312,1236804
11-03-2020,693,696.25,669.6,685.15,341857398,16845,498427
09-03-2020,725,725,697.4,703.9,588849844,16113,835861
06-03-2020,744,744,729.45,739.25,2044120214,12943,2788077
05-03-2020,762,773.35,752,754.65,283973962,8940,370877
04-03-2020,754.7,761.3,745.6,758.6,468599070,8536,623340
03-03-2020,755.8,758.15,741.65,746.3,393369028,13138,525353
02-03-2020,733,765.85,733,744.35,391772743,15489,521793
28-02-2020,755,756,723.3,731.35,531609841,17316,719556
27-02-2020,780,780.55,772.4,777.6,107127203,7840,137900
26-02-2020,798,801.5,780.8,782.7,167004564,7827,210802
25-02-2020,800,805.5,795.4,798.35,306256481,4004,382740
24-02-2020,798,811.2,792.3,795.25,251007718,5317,311918
20-02-2020,800.45,805.9,794.05,796.7,346393187,4380,432363
19-02-2020,800,804.7,796,800.7,80453391,3448,100572
18-02-2020,787,798.9,783.3,797.45,85339743,4062,107455
17-02-2020,787,793.4,783.4,789.4,71552083,3348,90639
14-02-2020,794.9,799,785,786.2,330174948,5385,418263
13-02-2020,787,794.3,782.4,792.35,104639272,4542,132909
12-02-2020,775,783,775,781.05,72476751,2635,92870
11-02-2020,776.2,779.25,769.75,773.8,76817156,3132,99312
10-02-2020,776,778.05,769.8,773.25,58528203,2419,75767
07-02-2020,772,778.85,771.05,777.2,77525205,2608,99982
06-02-2020,784.5,786.55,770,770.95,725805683,8842,936087
05-02-2020,787,787,774.25,784.5,274005130,7074,350877
04-02-2020,769.5,789.35,769.5,787.85,82632097,6101,105746
03-02-2020,780.55,790,764.5,767.2,91958517,5569,119026
01-02-2020,775.95,791,769.8,780.25,104205571,5236,133582
31-01-2020,781.75,784.25,771.75,776.35,55035895,3010,70808
30-01-2020,792,792,778.05,780.2,63054765,4110,80734
29-01-2020,783,792.55,783,789.45,342258777,5257,434306
28-01-2020,779.8,780.8,772.1,777.9,422055059,5104,543368
27-01-2020,779.7,784.5,774.8,777.9,87074762,4070,111853
24-01-2020,776,786.2,773.8,782.95,554069151,7598,713930
23-01-2020,774,785.2,774,784.55,208368522,10016,266667
22-01-2020,765.1,778,765.1,769.95,213060296,5745,276071
21-01-2020,768.35,770.7,760.55,761.9,47218090,2473,61778
20-01-2020,770,774.45,763.35,768.35,81022279,5246,105542
17-01-2020,771,772,762.7,767.85,67674160,3248,88333
16-01-2020,772,772.2,760.4,766.85,117835105,4457,153766
15-01-2020,775,775,762.8,767.7,142404725,5545,185699
14-01-2020,770.6,776.8,767.3,775.35,185219531,9880,239821
13-01-2020,763,777.55,755.55,773.4,744703661,21541,968764
10-01-2020,732,742.8,730.8,738.25,265161775,7369,359749
09-01-2020,722.9,731.25,714.5,727.55,233311651,5876,321670
08-01-2020,725,728.7,708.4,718.15,201584196,9650,280761
07-01-2020,739.05,742.35,725.15,727.75,155667709,12315,211980
06-01-2020,745.1,753.95,736.7,738.65,142419505,5635,191481
03-01-2020,734.5,747.75,734.25,746.1,214542592,6624,288087
02-01-2020,738.05,740.2,731.35,734.7,96537089,5418,131129
01-01-2020,733.6,739.9,732.65,736.9,63359786,2596,86151
31-12-2019,732.1,737.5,725.5,731.75,186914084,17997,254993
30-12-2019,736,737.7,727.45,732.8,490592578,6845,669807
27-12-2019,729.25,737.65,728.75,736.8,77370416,3649,105409
26-12-2019,734,734.7,727,729.25,102165314,3969,139762
24-12-2019,736.15,736.8,728.5,733.25,68129321,3940,92997
23-12-2019,732,737.25,731.4,735.85,77814284,4949,105902
20-12-2019,732.1,735,728.35,732,136859636,6231,187057
19-12-2019,732,736,724.8,731.2,270580432,6048,370840
18-12-2019,729.5,737.25,723.1,732.5,258334194,8856,352727
17-12-2019,717.55,731.5,715.3,729.3,368902825,8661,509857
16-12-2019,711.25,720,710.35,714,181759069,7593,253695
13-12-2019,706.9,712.7,700.1,711.25,492048286,6882,694603
12-12-2019,720.8,720.8,695,701.85,1210780167,12756,1731787
11-12-2019,715.5,722.75,713.4,720.8,163487912,4509,227873
10-12-2019,715.55,718.65,710.2,714.25,186495480,7608,260536
09-12-2019,716.8,722.2,715.1,716.9,322620725,8784,448298
06-12-2019,717.9,720,709.65,715.15,210739910,8350,294722
05-12-2019,707.1,716.1,704.3,714.65,614931586,9303,860862
04-12-2019,695,710.4,694.35,708.2,266307190,8203,377545
03-12-2019,695.8,699.4,689,698.35,268240340,5266,384709
02-12-2019,702.35,704.35,690.35,692.9,1330462395,7041,1921228
29-11-2019,703,703.2,691.8,695.95,115936725,3712,166618
28-11-2019,698.5,703,694.4,701.65,167446342,5564,239978
27-11-2019,695.7,697.6,690.2,696.05,102800846,3404,147999
26-11-2019,701.2,707.2,686,690.7,148981485,6914,213471
25-11-2019,694.4,705,694,698,162784446,5384,233214
22-11-2019,713,713,685.1,693.15,493586084,15146,711451
21-11-2019,714.05,721.4,710.8,713.75,229368831,6551,320743
20-11-2019,712.65,715,706.2,712.8,209081713,7944,294235
19-11-2019,710.9,714.4,706,712.8,269317584,7167,378657
18-11-2019,704.5,709.9,699.75,705.55,166843270,8645,237120
15-11-2019,707.3,712.65,702.15,703.95,244869772,11842,346966
14-11-2019,695,709.75,695,705.35,426438930,13087,603556
13-11-2019,695.5,699.95,688,691.25,436326731,15874,627414
11-11-2019,707,707.1,698.1,704.5,203629137,6328,289378
08-11-2019,722.5,724.45,705.6,708.45,380562496,8953,531345
07-11-2019,716,724,712.4,719.95,367314969,11661,511202
06-11-2019,697.6,721.5,691.7,712.3,649847225,21274,914354
05-11-2019,709,709,691.75,695.8,595912234,16380,852025
04-11-2019,684.4,732.5,678.3,709,1318253432,36536,1849592
01-11-2019,689.9,694,682.75,688,413530916,14245,600344
31-10-2019,669,695.25,666.45,685.5,833374466,30037,1215604
30-10-2019,659,671,656.25,660.45,606993977,21757,914388
29-10-2019,654,654,647,650.6,681333210,15073,1048701
27-10-2019,651,652,645.6,648.95,161008026,8011,248244
25-10-2019,644.3,652.5,636,637.55,537387371,22922,834375
24-10-2019,650.7,653.1,632.05,635.4,1110250841,37888,1726291
23-10-2019,637.3,656.4,615,650.75,3215121516,61041,5055545
22-10-2019,691,691,638.3,643.3,7751262568,94317,11771789
18-10-2019,766.65,773.6,760.1,767.75,214279589,7422,279245
17-10-2019,768.9,770.55,765.2,769.1,138874894,5200,180800
16-10-2019,768,776,762,771.45,248549720,6766,322436
15-10-2019,773.8,774.75,765,767.8,263403274,10595,342205
14-10-2019,789,796.9,781,785.65,358774205,10748,454942
11-10-2019,785.95,823.35,777,815.7,429667072,16996,532657
10-10-2019,783.5,794.5,777.1,782.9,130351180,4887,166108
09-10-2019,793.5,796,779,784,103718016,3953,132315
07-10-2019,795,802.2,786.5,789.55,142000708,4680,179647
04-10-2019,795,797.55,788.1,793.25,171478804,3986,215977
03-10-2019,793,797.75,784.3,785.5,99893227,3733,126115
01-10-2019,809.8,809.8,791.75,793.55,178973745,4245,225039
30-09-2019,782.35,807.95,782.35,805.3,280843969,8658,350883
27-09-2019,788,794.25,780.05,782.35,493645154,4446,624420
26-09-2019,792,796.85,778.5,782.05,265001676,7046,337839
25-09-2019,791,801.55,782.2,792.2,367106549,8247,461452
24-09-2019,767.7,798.7,766,794.05,752111203,14829,958044
23-09-2019,810,810,742.1,765.1,881650364,26563,1147448
20-09-2019,822.35,834.75,802,805.1,290379319,8804,354899
19-09-2019,825,826.65,815.1,821,95925573,2871,116759
18-09-2019,831.05,832.9,824.35,829.85,68548165,2245,82724
17-09-2019,830,834,821,831.05,82053202,2765,99229
16-09-2019,831.55,838,821,827.45,94504108,3047,114142
13-09-2019,816,830.85,816,829.15,114529181,3672,138896
12-09-2019,818,819.8,811.2,816.35,73723276,3067,90350
11-09-2019,821.65,827.95,814.7,820.1,217165538,3642,265029
09-09-2019,838.05,840,827.3,829.2,98217182,2988,118172
06-09-2019,838,847.4,835.15,840.15,122112116,3732,145166
05-09-2019,827.1,837,826.4,834.2,210397897,8205,252694
04-09-2019,813.7,822.7,810.25,821.05,113013583,3340,138123
03-09-2019,815,822.3,812.05,814.3,108055543,3368,132158
30-08-2019,808,817.5,802,814.6,126999897,4282,156965
29-08-2019,798.9,809.65,796,806.85,142773169,4038,177460
28-08-2019,785.1,804.9,785.1,802.1,130770827,4669,164188
27-08-2019,791,795,781.2,785,194983829,6542,248061
26-08-2019,800,806.75,787.5,802.9,139408209,4662,174352
23-08-2019,798,809.95,796,801.9,285325149,8624,355792
22-08-2019,800.8,800.8,792.5,795.9,158750258,9671,199130
21-08-2019,792.8,803,792.75,799.55,271316701,13955,339416
20-08-2019,781.05,797.9,781.05,792.9,407406376,16144,513651
19-08-2019,777,783.3,773.8,777.8,204908043,12926,262801
16-08-2019,779,779.8,762.25,774.55,174567971,8379,226017
14-08-2019,774,778.5,768.45,774.9,264084683,13388,341438
13-08-2019,788.35,788.35,760.5,764.1,464215245,14270,600910
09-08-2019,791.5,796.4,785.5,790.15,381932759,11043,483333
08-08-2019,778,792.9,778,789.1,424968775,14821,539576
07-08-2019,779,783.6,772.35,776.15,360548362,14771,462609
06-08-2019,778,783.9,770,774.65,659305551,14443,852181
05-08-2019,773,785.75,768.25,776.75,367220775,12258,471827
02-08-2019,769,780,762.4,775.4,300868471,13475,390658
01-08-2019,790.8,790.8,764.8,769.05,282955626,11630,365299
31-07-2019,792,799.45,781.75,794,239270723,7635,302444
30-07-2019,792,798,788.25,792.8,212861397,8017,267946
29-07-2019,787.55,796.85,786.4,791.55,215484720,8546,272313
26-07-2019,793,794.7,782.7,787.3,230652414,10435,293235
25-07-2019,787,800.25,787,795.05,259970029,9010,327591
24-07-2019,789.5,793.3,783.65,786.05,271811591,7405,345353
23-07-2019,785.45,804.25,785.45,789.9,396466126,10729,497688
22-07-2019,786.9,792,782.25,785.15,262756414,17084,333145
19-07-2019,789.7,794.4,781.4,785.6,161505109,6584,205113
18-07-2019,792.4,798.6,786.05,793.15,197037462,6837,248113
17-07-2019,784.7,795,777,794.3,200431898,7585,253810
16-07-2019,776.8,787.9,774.8,784.95,304020984,10030,388399
15-07-2019,762,781.4,754.5,779.45,898938578,27634,1168501
12-07-2019,723.3,730.85,719.35,727.1,129645716,5367,179046
11-07-2019,721,723.65,710,720.85,158603131,6262,220817
10-07-2019,710.15,722.6,706.7,716.9,165367736,4680,230925
09-07-2019,717.9,719.7,708.9,715.4,131107739,4819,184016
08-07-2019,717,724.1,712.6,717.45,216358203,4195,301869
05-07-2019,736,736,713.2,718.25,255149342,12206,351697
04-07-2019,734,736.35,729.25,733.9,195545158,7754,266711
03-07-2019,742,742.7,730.3,731.5,249449627,8790,338665
02-07-2019,734.4,741.15,730.9,739.9,175617427,5164,238903
01-07-2019,734.1,737.8,729.65,731.15,228082431,7382,310899
28-06-2019,733.9,739.45,728.35,731.95,241400619,6526,329553
27-06-2019,741,744.95,728.2,730.85,207856168,7371,282242
26-06-2019,744,751.5,738.1,739.65,210423538,5348,283076
25-06-2019,742.5,750.85,737.25,748.05,210052481,10203,281982
24-06-2019,752,752,742.65,745.6,190454515,6374,255056
21-06-2019,754,755,747,750.7,246861314,3988,328861
20-06-2019,735,756.45,735,754.55,476404068,5617,636623
19-06-2019,751,755,748.75,751.85,225244814,4614,299917
18-06-2019,740,752.4,740,750.65,748065529,7433,1001741
17-06-2019,741.15,744.7,737.5,740.4,246226117,5526,331734
14-06-2019,744.2,745.65,738.4,740.4,221235445,6060,298249
13-06-2019,741.5,747.2,739.2,742.7,281342560,5645,378457
12-06-2019,754.15,756,745,753.95,153698881,8664,204706
11-06-2019,754,758.9,751.2,754.85,216792368,6556,287202
10-06-2019,738,754.5,738,753.6,187688219,7538,249632
07-06-2019,737.7,744,735.95,739.35,237046146,5910,320333
06-06-2019,734.7,745,734.1,737.95,236959151,6795,321239
04-06-2019,741.95,741.95,733.25,734.7,227852301,9231,309295
03-06-2019,734,750.7,729.95,744.65,183130982,9785,246396
31-05-2019,735,742,733.55,736.85,152369272,7668,206651
30-05-2019,727.8,737.35,724,733.3,159685939,5626,217850
29-05-2019,726.5,733.7,724.35,727.35,202385279,6351,277383
28-05-2019,710,730.5,710,726.65,355257498,9344,493319
27-05-2019,708.8,713.6,705.3,709.1,391099917,9239,549476
24-05-2019,702.35,711.85,701.25,709.45,352018833,9601,497574
23-05-2019,717.7,717.7,698.4,701.25,462337313,14827,652528
22-05-2019,711.1,718.2,707,709.2,354333965,11264,497340
21-05-2019,723.5,723.5,707,709.2,364378694,9623,511790
20-05-2019,725.8,726.45,706.85,722.4,481745595,13311,669439
17-05-2019,733.3,735.7,721,723.8,419352732,10179,577782
16-05-2019,716.75,736.75,716.75,734.2,311458707,8925,425995
15-05-2019,716.65,724.45,712.95,716.5,328059472,7900,455637
14-05-2019,719.5,719.5,704,713.85,381857229,13692,537632
13-05-2019,718,727.5,712.8,720.05,286537433,5975,397812
10-05-2019,723,723,714.5,716.05,374156124,7566,521637
09-05-2019,721.7,730.35,716,721.05,392995997,9372,543215
08-05-2019,724,725.95,716,718.1,317784231,6019,440522
07-05-2019,720.05,727.4,719,723.55,360533847,11235,497580
06-05-2019,718.5,721.95,711.1,717.85,740439974,10268,1029470
03-05-2019,723.75,730.6,719,723.75,265707666,7191,366567
02-05-2019,748.6,748.9,728.2,729.85,701188356,9740,950252
30-04-2019,739,753,737.5,749.95,553592066,10268,738883
26-04-2019,731,739.9,729.6,737.1,245895512,8583,333801
25-04-2019,736.4,737.55,726,728.75,260896357,9445,356999
24-04-2019,727.5,737.8,724.25,736.4,269158543,10734,366957
23-04-2019,724,729.8,718.5,727.85,234131837,5212,322190
22-04-2019,716.4,725.75,715,720.6,267859981,6690,371246
18-04-2019,724.85,724.85,713,716.4,384876797,11295,537060
16-04-2019,728.3,728.5,714.55,723.85,477938842,15825,661281
15-04-2019,725,732,713.7,726.65,775580387,22887,1070699
12-04-2019,746,751.5,741,747.85,287741336,5819,385220
11-04-2019,753,753,740.05,743.15,279513962,5871,375859
10-04-2019,763,766.5,752.7,754.15,247584290,5224,325180
09-04-2019,770,773.65,758.3,759.85,257452625,6304,336826
08-04-2019,762.3,769.95,755.95,767.15,239353406,6742,314102
05-04-2019,750,760.5,748.25,756.25,1015509500,6134,1341969
04-04-2019,751.95,753.8,745.5,748.25,184901249,6023,246998
03-04-2019,759,759.05,747,754.05,439064308,6142,580434
02-04-2019,757.5,765.45,753.1,757.1,667165051,7285,877816
01-04-2019,742.9,759.6,742.9,755.65,1426728524,7897,1913427
29-03-2019,742,747.65,740,742.3,288338001,5770,388054
28-03-2019,730,745,730,738.5,317460110,9060,428974
27-03-2019,728,732.4,726.25,729.05,270044505,5133,369947
26-03-2019,736,736,719.6,726.75,317979677,7905,438405
25-03-2019,741,742,731.5,735.8,1841961632,9626,2496241
22-03-2019,743.35,746.1,733.1,742.15,275073989,6504,371377
20-03-2019,726.2,742,726.2,738.5,717616898,11542,976004
19-03-2019,713,725.9,707.8,721.5,489646627,6645,686131
18-03-2019,723.45,723.85,705.65,709.75,616602612,6812,866618
15-03-2019,712.85,723.65,709.15,718.85,579220795,8328,806656
14-03-2019,714,715,706.3,708.35,248954837,6870,351044
13-03-2019,710,718.75,706.35,709.15,331558243,8075,466106
12-03-2019,709.9,714.75,705.7,706.9,427260416,8162,603082
11-03-2019,713,718.2,709.2,711.65,838145188,6921,1177665
08-03-2019,723.25,725.9,711.1,712.55,298729493,6705,418002
07-03-2019,735,735.5,720.75,723.25,389972773,10995,538547
06-03-2019,735,736.9,727.1,732.2,378879715,9596,517663
05-03-2019,742,742.55,730,732.6,166652820,6302,227036
01-03-2019,737.8,742.35,735.55,741.15,175376734,2923,237031
28-02-2019,735.15,742,732.1,733.95,156653167,3650,212699
27-02-2019,745,746.6,733,734.7,330778387,5551,447430
26-02-2019,748.15,752.05,740,741.7,293838511,9495,394085
25-02-2019,735,757.8,735,754.9,223440703,5898,297704
22-02-2019,733.9,736.65,728,733.35,140618998,2919,191573
21-02-2019,739,739.15,727.95,733.35,146944720,3567,200596
20-02-2019,730,743.45,727,740.05,212129697,4084,288411
19-02-2019,738.9,739.3,723,725.15,166031812,5285,228364
18-02-2019,741,747.5,736.2,740.1,124715494,4165,168645
15-02-2019,741.25,746.55,733,741.75,245326278,4212,331471
14-02-2019,753,753,738,739.8,127592534,3443,171101
13-02-2019,750.4,759.65,743.55,754.95,151885235,6004,201502
12-02-2019,763,763,741,750.4,218754268,5098,292287
11-02-2019,760,768.65,757.55,761.6,210403750,4996,275729
08-02-2019,764,771.15,755.1,759.85,238846865,5263,312650
07-02-2019,761.1,769.5,760.65,763.35,185365242,5082,241922
06-02-2019,754.25,766.15,753.8,762.65,263831395,5396,345880
05-02-2019,751,760,748.55,754.25,205825092,4521,272873
04-02-2019,755,762,747.85,755.65,248597481,5778,329744
01-02-2019,753.8,761.8,745,756.55,282219001,6725,374496
31-01-2019,728,751,727.05,749.6,843233612,20774,1128305
30-01-2019,727.35,734.65,720.6,724.85,474150396,4105,653889
29-01-2019,728.2,730.35,716.55,727.35,445918084,3916,618662
28-01-2019,732.9,733.85,719.05,728.2,363929155,3925,500333
25-01-2019,728.7,737.4,725,730.2,129187354,3236,176637
24-01-2019,729.5,739,721.4,732.8,135094991,3723,185362
23-01-2019,743.25,743.25,729.05,731.45,183785439,5385,250110
22-01-2019,740.65,747.2,733.85,744.35,178325111,4592,241180
21-01-2019,733,750.7,733,742.75,327364878,8925,439700
18-01-2019,731.95,736,726.5,731,148375145,3873,203144
17-01-2019,736.45,738.65,728.75,733.4,208337326,5276,284316
16-01-2019,729,737.65,729,736.55,418814984,11316,570874
15-01-2019,705.1,729.8,705.1,726.55,654359760,18039,907834
14-01-2019,706,709,695.7,700.9,1331799063,27097,1900868
11-01-2019,683.9,686,672.8,683.7,655479670,12333,965600
10-01-2019,681.15,682,672.65,679.75,401063191,8422,591859
09-01-2019,684.9,689.8,664.55,675.85,949135822,21094,1401279
08-01-2019,673.05,677.45,668.2,669.85,355317034,5394,528366
07-01-2019,666.95,682.8,662.35,671.15,452615185,7639,675873
04-01-2019,671.1,674,651.15,660.75,351270236,10650,532339
03-01-2019,670.9,677,663.8,667.55,237819351,7225,355183
02-01-2019,668,673.7,662.45,669.3,280823190,7740,419594
01-01-2019,661,667,654.3,664.65,146605238,3999,221951
31-12-2018,659,662.15,656.1,659.85,177191041,4696,268693
28-12-2018,662.8,663.9,656,657.6,190185141,5692,288729
27-12-2018,652.1,663.25,649.3,657.35,337764620,9622,512892
26-12-2018,648.9,650,637.7,644.6,283062615,9765,440867
24-12-2018,658,658.8,648,649.05,378119565,10936,579592
21-12-2018,660.7,660.7,643.8,645.75,640753624,15467,981311
20-12-2018,662.7,671.45,657,666.85,385449066,10808,579639
19-12-2018,673,673,661.75,665.25,625688088,11847,940615
18-12-2018,694,694,675,676.35,707504565,9983,1040768
17-12-2018,713,714,692.1,693.55,425958831,6818,612157
14-12-2018,695.15,713,693.5,705.6,340972506,10362,482934
13-12-2018,679.25,698.8,679.25,696.5,252879568,7616,365946
12-12-2018,674.95,680,671,678.7,233442868,4521,345321
11-12-2018,665.15,681.2,660.95,674.25,267821606,6349,398365
10-12-2018,678,683.05,665.7,667.8,202898326,6309,302526
07-12-2018,670.5,685,666.5,681.05,317548486,4581,468211
06-12-2018,675.3,685.2,664.5,668.2,402618414,10597,598535
05-12-2018,682.2,684,673.2,681.45,335701937,4211,494434
04-12-2018,673.9,688.4,671.4,684.45,316600290,9012,463485
03-12-2018,670.5,678.5,666.3,669.85,310566423,4096,463557
30-11-2018,663,671.95,661,666.5,336460269,5707,504992
29-11-2018,672,675,659,659.6,988420386,7795,1489912
28-11-2018,643,668.25,640.1,666.35,760687744,25588,1150990
27-11-2018,627,640,625.55,637,490696808,12102,773589
26-11-2018,623.5,627.75,600.65,621.3,386972653,11152,628314
22-11-2018,623.9,628.5,617.65,620.45,297531321,8843,477899
21-11-2018,642,642.05,612.2,620.95,1042998291,23187,1687076
20-11-2018,648.55,655,639.65,641.1,187646688,6224,290896
19-11-2018,655,662,649.4,651.8,284479150,6735,436161
16-11-2018,664,664,644.4,650.45,552736829,11290,851972
15-11-2018,653.45,665.95,647.25,656.35,607510129,9896,920461
14-11-2018,669,669,640.25,653.45,721424942,18865,1119117
13-11-2018,666,667.7,656.95,665.7,113639023,4432,171252
12-11-2018,666,676.4,662.55,664.45,206269495,6048,308091
09-11-2018,677.2,679.45,657.4,661.45,260962427,9386,394045
07-11-2018,674.45,678,671.75,676,56975235,3477,84376
06-11-2018,669,675.1,662.1,666.8,526361042,5232,785263
05-11-2018,663,666.9,657.05,662.75,246729166,6642,372745
02-11-2018,668.1,675.3,660.5,662.05,355021314,8621,533579
01-11-2018,693.9,693.9,660.1,666.35,234060753,6998,349193
31-10-2018,665,693.15,662.05,686.25,396991275,12637,582754
30-10-2018,640,663,638,659.75,273268898,13780,415852
29-10-2018,633,650,631.7,643.8,304714712,16465,478683
26-10-2018,645.1,649.85,630,633.5,253029402,12605,397563
25-10-2018,643,655.75,636.05,649.3,241589756,9425,373386
